date,month,year,country,customer_name,group_1,group_2,packaging,rm_size,soup,order_unit,order_cups,cups_per_unit,production
07,04,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,553,22120,40.0,
07,04,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,685,6850,10.0,
07,04,2025,Korea,Consumer Package Commerce,Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,200,7200,36.0,
05,04,2025,CAN,"CP Foods Canada,Inc (CPFC)",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,936,33696,36.0,
05,04,2025,CAN,"CP Foods Canada,Inc (CPFC)",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,837,30132,36.0,
07,04,2025,Taiwan,CP TAIWAN,Wonton+TY,Cooked Wonton,147g*6c*6in,M,TYEXSG+CO,1288,46368,36.0,
07,04,2025,Korea,Consumer Package Commerce,Wonton+TY,Cooked Wonton,147g*6c*6in,M,TYEXSG+CO,250,9000,36.0,
28,04,2025,Belgium,CPF EUROPE S.A.,Wonton+TY,Cooked Wonton,129g*8,M,TYEXSG+CO,1360,10880,8.0,
07,04,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,483,19320,40.0,
21,04,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,168,6720,40.0,
07,04,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,671,6710,10.0,
21,04,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,1287,51480,40.0,
05,04,2025,CAN,"CP Foods Canada,Inc (CPFC)",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,451,16236,36.0,
19,04,2025,CAN,"CP Foods Canada,Inc (CPFC)",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1288,46368,36.0,
08,04,2025,UK,Westbridge Foods Limited (One UK),Minced ND,Cooked Wonton,258g*4c*6in,BK,Regular,1176,28224,24.0,
24,04,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,924,22176,24.0,
08,04,2025,Netherlands,Westbridge Foods Limited,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,924,22176,24.0,
,04,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,6678,160272,24.0,
10,04,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,1408,11264,8.0,
21,04,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,169,6760,40.0,
10,04,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,1408,11264,8.0,
28,04,2025,Belgium,CPF EUROPE S.A.,R-Wonton no egg,Raw Wonton,630g*10inner,M,ซุปซอง 5g.,179,1790,10.0,
11,04,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,1222,9776,8.0,
28,04,2025,Belgium,CPF EUROPE S.A.,R-Wonton no egg,Raw Wonton,630g*10inner,M,ซุปซอง 5g.,321,3210,10.0,
23,04,2025,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,2600,31200,12.0,
,04,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,4638,111312,24.0,
,04,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,1125,27000,24.0,
24,04,2025,SG,CPI SINGAPORE,Wonton +TY,Cooked Wonton,115g*24,M,TYTB3C 30G,500,12000,24.0,
19,04,2025,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,400,19800,49.5,
28,04,2025,Belgium,CPF EUROPE S.A.,Wonton +V,Cooked Wonton,145g*8,HC,Regular,1200,9600,8.0,
,03,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,779,9348,12.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,6051,72612,12.0,
11,04,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,186,1488,8.0,
11,04,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,1408,11264,8.0,
,04,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,1766,42384,24.0,
,05,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,4546,109104,24.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,90g*3B*6B,M,ซุปซอง 5g.,27,486,18.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,90g*3B*6B,M,ซุปซอง 5g.,500,9000,18.0,
,04,2025,Laos,บริษัท ปิก้าเทรดดิ้ง จำกัด,E+Wonton,Cooked Wonton,145g*12,M,Regular,100,1200,12.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,145g*12,M,Regular,1500,18000,12.0,
,04,2025,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,4374,104976,24.0,
,04,2025,Laos,บริษัท ปิก้าเทรดดิ้ง จำกัด,E+Wonton+หมาล่า,Cooked Wonton,143g*12,SS,หมาล่า,100,1200,12.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton+หมาล่า,Cooked Wonton,143g*12,SS,หมาล่า,900,10800,12.0,
19,04,2025,China,"Charoen Pokphand Import&Export Trading (Shanghai) Co., Ltd",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,320,11520,36.0,
24,04,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
08,05,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
16,05,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
22,05,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
30,04,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,305g*8,HC,Regular,400,3200,8.0,
15,05,2025,New Zealand,Lim Brothers,Wonton ND+V,Cooked Wonton,305g*8,HC,Regular,710,5680,8.0,
28,04,2025,Belgium,CPF EUROPE S.A.,Wonton ND+V,Cooked Wonton,309g*8,HC,Regular,720,5760,8.0,
30,04,2025,AUS,CPF Australia Pty Ltd.,Minced ND+V+TK,Cooked Wonton,302g*8,BK,Tomkha+CM,240,1920,8.0,
15,05,2025,New Zealand,Lim Brothers,Minced ND+V+TK,Cooked Wonton,302g*8,BK,Tomkha+CM,270,2160,8.0,
30,04,2025,AUS,CPF Australia Pty Ltd.,C-Minced WT in tray no egg,Cooked Wonton,117*2tray*8in,BK,Sesame 15g,300,4800,16.0,
15,05,2025,New Zealand,Lim Brothers,C-Minced WT in tray no egg,Cooked Wonton,117*2tray*8in,BK,Sesame 15g,144,2304,16.0,
30,04,2025,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,2600,31200,12.0,
14,05,2025,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,2600,31200,12.0,
19,04,2025,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*4c*6in,BK,Regular,800,19200,24.0,
22,04,2025,SG,CPI SINGAPORE,Wonton ND+Kee Mao,Cooked Wonton,250g*24,M,Kee Mao,420,10080,24.0,
15,05,2025,New Zealand,Lim Brothers,Minced ND+Kee Mao,Cooked Wonton,219g*8,BK,Kee Mao 50G.,108,864,8.0,
12,06,2025,New Zealand,Lim Brothers,Minced ND+Kee Mao,Cooked Wonton,219g*8,BK,Kee Mao 50G.,140,1120,8.0,
30,04,2025,AUS,CPF Australia Pty Ltd.,Minced ND+V+TY,Cooked Wonton,302g*8,BK,TYEXSG+CO,370,2960,8.0,
15,05,2025,New Zealand,Lim Brothers,Minced ND+V+TY,Cooked Wonton,302g*8,BK,TYEXSG+CO,216,1728,8.0,
,05,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,3716,89184,24.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,681g*6,SS,MK,1667,30006,18.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,1303,15636,12.0,
24,04,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,1408,11264,8.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,R-Wonton no egg,Raw Wonton,220g*12in,SS,,336,4032,12.0,
24,04,2025,China,"Sam's (Shanghai) Investment Co., Ltd.",R-Wonton no egg,Raw Wonton,750g*8in,S,ซุปซอง 5g.,1408,11264,8.0,
24,04,2025,SG,CPI SINGAPORE,R-Minced egg past,Raw Wonton,90g*18in,BK,ซุปซอง 5g.,600,10800,18.0,
24,04,2025,SG,CPI SINGAPORE,R-Wonton egg past,Raw Wonton,154g*20in,S,ซุปซอง 5g.,2000,40000,20.0,
06,05,2025,HK,CPM Hongkong,R-Minced egg past,Raw Wonton,90g*18in,BK,ซุปซอง 5g.,250,4500,18.0,
06,05,2025,HK,CPM Hongkong,R-Wonton egg past,Raw Wonton,101g*18in,S,ซุปซอง 5g.,689,12402,18.0,
02,05,2025,China,"Charoen Pokphand Import&Export Trading (Shanghai) Co., Ltd",R-Wonton no egg,Raw Wonton,630g*8in,S,ซุปซอง 5g.,441,3528,8.0,
06,05,2025,HK,CPM Hongkong,R-Wonton egg past,Raw Wonton,101g*18in,S,ซุปซอง 5g.,961,17298,18.0,
13,05,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,614,24560,40.0,
02,05,2025,China,"Charoen Pokphand Import&Export Trading (Shanghai) Co., Ltd",R-Wonton no egg,Raw Wonton,630g*8in,S,ซุปซอง 5g.,159,1272,8.0,
02,05,2025,China,"Charoen Pokphand Import&Export Trading (Shanghai) Co., Ltd",R-Wonton no egg,Raw Wonton,144g*20in,S,ซุปซอง 5g.,2200,44000,20.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton NDE,Cooked Wonton,226g*12,M,Regular,150,1800,12.0,
,05,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton NDE,Cooked Wonton,226g*12,M,Regular,400,4800,12.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced NDE,Cooked Wonton,191g*12,BK,Regular,200,2400,12.0,
,05,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced NDE,Cooked Wonton,191g*12,BK,Regular,400,4800,12.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced WT,Cooked Wonton,135g*12,BK,Regular,100,1200,12.0,
,05,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced WT,Cooked Wonton,135g*12,BK,Regular,300,3600,12.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton TY,Cooked Wonton,115g*12,M,TYTB3C 30G,500,6000,12.0,
,05,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton TY,Cooked Wonton,115g*12,M,TYTB3C 30G,703,8436,12.0,
,04,2025,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,4016,96384,24.0,
,05,2025,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,458,10992,24.0,
,05,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,145g*12,M,Regular,12,144,12.0,
10,05,2025,Laos,บริษัท ปิก้าเทรดดิ้ง จำกัด,E+Wonton,Cooked Wonton,145g*12,M,Regular,100,1200,12.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,145g*12,M,Regular,2700,32400,12.0,
,05,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,145g*12,M,Regular,3509,42108,12.0,
10,05,2025,Cambodia,หจก.คิงฟู้ดส์,E+Wonton,Cooked Wonton,145g*24,M,Regular,50,1200,24.0,
,05,2025,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,204,4896,24.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,90g*3B*6B,M,ซุปซอง 5g.,907,16326,18.0,
,05,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,90g*3B*6B,M,ซุปซอง 5g.,1200,21600,18.0,
10,05,2025,Cambodia,หจก.คิงฟู้ดส์,E+Wonton+หมาล่า,Cooked Wonton,143g*24,SS,หมาล่า,50,1200,24.0,
10,06,2025,Cambodia,หจก.คิงฟู้ดส์,E+Wonton+หมาล่า,Cooked Wonton,143g*24,SS,หมาล่า,50,1200,24.0,
15,06,2025,Cambodia,หจก.คิงฟู้ดส์,E+Wonton+หมาล่า,Cooked Wonton,143g*24,SS,หมาล่า,100,2400,24.0,
,04,2025,.7-11,ซีพีเอฟ เทรดดิ้ง,E+Wonton+หมาล่า,Cooked Wonton,143g*24,SS,หมาล่า,256,6144,24.0,
10,05,2025,Laos,บริษัท ปิก้าเทรดดิ้ง จำกัด,E+Wonton+หมาล่า,Cooked Wonton,143g*12,SS,หมาล่า,100,1200,12.0,
,05,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton+หมาล่า,Cooked Wonton,143g*12,SS,หมาล่า,905,10860,12.0,
13,05,2025,UK,Westbridge Foods Limited (One UK),Wonton,Cooked Wonton,148g*6c*6in,HC,Regular,1288,46368,36.0,
,05,2025,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,4316,103584,24.0,
,05,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,2710,65040,24.0,
13,05,2025,Korea,Emart,Wonton ND,Cooked Wonton,239g*6c*6in,M,Regular,874,31464,36.0,
08,05,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,924,22176,24.0,
06,05,2025,Denmark,CPF DENMARK,Minced ND+V+TY,Cooked Wonton,302g*12,BK,TYEXSG+CO,2520,30240,12.0,
,05,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,R-Wonton no egg,Raw Wonton,220g*12in,SS,,600,7200,12.0,
13,05,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,1010,40400,40.0,
,05,2025,ขายภายใน,ซีพีเอฟ เทรดดิ้ง,R-Wonton egg past,Raw Wonton,600g.*8 packs,M,,100,800,8.0,
08,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,172,6192,36.0,
13,05,2025,UK,Westbridge Foods Limited (One UK),Wonton,Cooked Wonton,148g*6c*6in,HC,Regular,1288,46368,36.0,
19,05,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,819,8190,10.0,
08,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,620,22320,36.0,
08,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
08,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,540.4722222222222,19457,36.0,
,04,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,146,1752,12.0,
,05,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,5323,63876,12.0,
13,05,2025,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*8,BK,Regular,3500,28000,8.0,
08,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,251.52777777777777,9055,36.0,
08,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
08,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
14,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
15,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,526,18936,36.0,
15,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,266,9576,36.0,
15,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
15,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
15,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,575,20700,36.0,
16,05,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,907,21768,24.0,
13,05,2025,Denmark,CPF DENMARK,Minced ND+V+TY,Cooked Wonton,302g*12,BK,TYEXSG+CO,2520,30240,12.0,
13,05,2025,USA,"Bellisio Foods, Inc.",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1288,46368,36.0,
13,05,2025,USA,"Bellisio Foods, Inc.",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1288,46368,36.0,
13,05,2025,USA,"Bellisio Foods, Inc.",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1288,46368,36.0,
13,05,2025,USA,"Bellisio Foods, Inc.",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,52,1872,36.0,
13,05,2025,USA,"Bellisio Foods, Inc.",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1236,44496,36.0,
14,05,2025,USA,"Bellisio Foods, Inc.",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1288,46368,36.0,
20,05,2025,USA,"Bellisio Foods, Inc.",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1245,44820,36.0,
,05,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,677,8124,12.0,
,05,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,16,192,12.0,
,05,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,63,756,12.0,
20,05,2025,USA,"Bellisio Foods, Inc.",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,43,1548,36.0,
20,05,2025,USA,"Bellisio Foods, Inc.",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1288,46368,36.0,
20,05,2025,USA,"Bellisio Foods, Inc.",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1288,46368,36.0,
20,05,2025,USA,"Bellisio Foods, Inc.",Wonton,Cooked Wonton,145g*6c*6in,HC,Y3,1288,46368,36.0,
13,05,2025,USA,"Bellisio Foods, Inc.",R-Wonton no egg,Raw Wonton,580g*10in,S,ซุปซอง 5g.,1750,17500,10.0,
15,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,217,7812,36.0,
15,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
15,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
15,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
21,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,335,12060,36.0,
15,05,2025,Japan,CPF JAPAN,Wonton,Cooked Wonton,148g*6c*6in,M,Regular,1288,46368,36.0,
,05,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,2375,57000,24.0,
16,05,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,17,408,24.0,
29,05,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,924,22176,24.0,
05,06,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,924,22176,24.0,
19,05,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,628,6280,10.0,
26,05,2025,5 Stars,CPFB,EP+Wonton,Cooked Wonton,20 pcs*16,S,,100,,,
21,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,457,16452,36.0,
21,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
21,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,714,25704,36.0,
19,05,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,609,6090,10.0,
19,05,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,724,28960,40.0,
19,05,2025,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,154g*40in,S,ซุปซอง 5g.,900,36000,40.0,
10,06,2025,Malay,CPM Malaysia,R-Wonton egg past,Raw Wonton,154g*20inner,S,ซุปซอง 5g.,350,7000,20.0,
21,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,78,2808,36.0,
21,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
21,05,2025,USA,"Bellisio Foods, Inc.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Y3,792,28512,36.0,
27,05,2025,New Zealand,Lim Brothers,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
29,05,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
05,06,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,582,20952,36.0,
,05,2025,.7-11,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,3543,42516,12.0,
05,06,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,210,7560,36.0,
30,05,2025,Spain,Mercadona,Wonton ND+V,Cooked Wonton,309g*12,S,Regular,2520,30240,12.0,
30,05,2025,Spain,Mercadona,Wonton ND+V,Cooked Wonton,309g*12,S,Regular,2520,30240,12.0,
,05,2025,.7-11,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,894,10728,12.0,
,05,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,1500,18000,12.0,
04,06,2025,Malay,CPM Malaysia,Wonton+TY,Cooked Wonton,115g*24,M,TYTB3C 30G,800,19200,24.0,
04,06,2025,Malay,CPM Malaysia,Wonton,Cooked Wonton,145g*24,M,Regular,1000,24000,24.0,
12,06,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
23,06,2025,Germany,CPF Distribution (under Paulsen Food),Wonton ND+V,Cooked Wonton,309g*12,S,Regular,2278,27336,12.0,
12,06,2025,AUS,CPF Australia Pty Ltd.,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,924,22176,24.0,
12,06,2025,New Zealand,Lim Brothers,Minced ND+V+TY,Cooked Wonton,302g*8,BK,TYEXSG+CO,216,1728,8.0,
03,07,2025,New Zealand,Lim Brothers,Minced ND+V+TY,Cooked Wonton,302g*8,BK,TYEXSG+CO,216,1728,8.0,
14,06,2025,AUS,CPF Australia Pty Ltd.,Minced ND+V+TY,Cooked Wonton,302g*8,BK,TYEXSG+CO,400,3200,8.0,
24,07,2025,AUS,CPF Australia Pty Ltd.,Minced ND+V+TY,Cooked Wonton,302g*8,BK,TYEXSG+CO,200,1600,8.0,
24,07,2025,AUS,CPF Australia Pty Ltd.,Minced ND+V+TY,Cooked Wonton,302g*8,BK,TYEXSG+CO,300,2400,8.0,
24,07,2025,AUS,CPF Australia Pty Ltd.,Minced ND+V+TY,Cooked Wonton,302g*8,BK,TYEXSG+CO,250,2000,8.0,
24,07,2025,AUS,CPF Australia Pty Ltd.,Minced ND+V+TY,Cooked Wonton,302g*8,BK,TYEXSG+CO,250,2000,8.0,
21,08,2025,AUS,CPF Australia Pty Ltd.,Minced ND+V+TY,Cooked Wonton,302g*8,BK,TYEXSG+CO,56,448,8.0,
11,06,2025,Japan,CPF JAPAN,Wonton,Cooked Wonton,148g*6c*6in,M,Regular,1288,46368,36.0,
,05,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,1106,26544,24.0,
,06,2025,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,1500,18000,12.0,
,06,2025,.7-11,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,4500,54000,12.0,
04,06,2025,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,2600,31200,12.0,
04,06,2025,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,2600,31200,12.0,
,05,2025,.7-11,ถ้วยขาวพิมพ์กดสีฟ้า,Wonton,Cooked Wonton,130g*24,SS,Regular,698,16752,24.0,
